"026,KERAMEIKOS,74"
"813,ELEONAS,120"
"856,ELEONAS,147"
"836,ELEONAS,3"
"865,ELEONAS,2"
"876,ELEONAS,67"
"866,ELEONAS,65"
"837,ELEONAS,52"
"806,ELEONAS,55"
"811,ELEONAS,54"
"837,KERAMEIKOS,52"
"806,KERAMEIKOS,55"
"811,KERAMEIKOS,54"
"025,THISIO,72"
"026,THISIO,74"
"026,METAXOURGHIO,74"
"054,ANO PATISSIA,76"
"054,VIKTORIA,76"
"3,VIKTORIA,162"
"5,VIKTORIA,147"
"11,VIKTORIA,171"
"608,AGHIOS ELEFTHERIOS,288"
"036,PANORMOU,48"
"A8,KATO PATISSIA,161"
"3,KATO PATISSIA,162"
"5,KATO PATISSIA,147"
"14,KATO PATISSIA,155"
"11,KATO PATISSIA,171"
"3,AGHIOS ELEFTHERIOS,162"
"3,ANO PATISSIA,162"
"608,KATO PATISSIA,288"
"054,KATO PATISSIA,76"
"651,PANORMOU,39"
"815,EVANGELISMOS,78"
"622,EVANGELISMOS,80"
"220,EVANGELISMOS,81"
"235,EVANGELISMOS,66"
"608,EVANGELISMOS,288"
"221,EVANGELISMOS,42"
"A5,EVANGELISMOS,144"
"224,EVANGELISMOS,176"
"203,EVANGELISMOS,68"
"X14,EVANGELISMOS,13"
"X95,EVANGELISMOS,162"
"3,EVANGELISMOS,162"
"204B,EVANGELISMOS,10"
"211,EVANGELISMOS,57"
"214,EVANGELISMOS,98"
"E14,EVANGELISMOS,90"
"224,MEGARO MOUSSIKIS,176"
"250,EVANGELISMOS,92"
"031,EVANGELISMOS,2"
"031,MEGARO MOUSSIKIS,2"
"550,EVANGELISMOS,184"
"550,MEGARO MOUSSIKIS,184"
"X14,MEGARO MOUSSIKIS,13"
"X95,MEGARO MOUSSIKIS,162"
"A5,MEGARO MOUSSIKIS,144"
"3,MEGARO MOUSSIKIS,162"
"10,EVANGELISMOS,118"
"10,MEGARO MOUSSIKIS,118"
"E14,MEGARO MOUSSIKIS,90"
"550,AMBELOKIPI,184"
"X14,AMBELOKIPI,13"
"A5,AMBELOKIPI,144"
"3,AMBELOKIPI,162"
"10,AMBELOKIPI,118"
"E14,AMBELOKIPI,90"
"230,PANORMOU,153"
"B5,PANORMOU,147"
"550,PANORMOU,184"
"A7,PANORMOU,150"
"X14,PANORMOU,13"
"3,PANORMOU,162"
"10,PANORMOU,118"
"19,PANORMOU,5"
"18,PANORMOU,64"
"19B,PANORMOU,29"
"E14,PANORMOU,90"
"602,PANORMOU,55"
"051,OMONIA,120"
"813,SYNTAGMA,120"
"409,AMBELOKIPI,49"
"X95,AMBELOKIPI,162"
"409,MEGARO MOUSSIKIS,49"
"409,EVANGELISMOS,49"
"409,EVANGELISMOS,49"
"409,MEGARO MOUSSIKIS,49"
"3,SYNTAGMA,162"
"211,EVANGELISMOS,57"
"214,SYNTAGMA,98"
"A5,PANORMOU,144"
"B5,KATEHAKI,147"
"X95,KATEHAKI,162"
"A5,KATEHAKI,144"
"140,KATEHAKI,83"
"409,KATEHAKI,49"
"409,PANORMOU,49"
"815,AMBELOKIPI,78"
"622,AMBELOKIPI,80"
"140,AMBELOKIPI,83"
"032,AMBELOKIPI,3"
"2,MONASTIRAKI,120"
"2,SYNTAGMA,120"
"4,MONASTIRAKI,129"
"4,SYNTAGMA,129"
"11,MONASTIRAKI,171"
"11,SYNTAGMA,171"
"790,SYNTAGMA,10"
"209,PANEPISTIMIO,54"
"X14,PANEPISTIMIO,13"
"E14,PANEPISTIMIO,90"
"214,EVANGELISMOS,98"
"214,MEGARO MOUSSIKIS,98"
"021,SYNTAGMA,71"
"X95,PANORMOU,162"
"2,ACROPOLI,120"
"4,ACROPOLI,129"
"11,ACROPOLI,171"
"025,ACROPOLI,72"
"026,ACROPOLI,74"
"040,ACROPOLI,253"
"040,SYNGROU-FIX,253"
"5,SYNGROU-FIX,147"
"15,SYNGROU-FIX,92"
"A2,ACROPOLI,148"
"A2,SYNGROU-FIX,148"
"1,SYNGROU-FIX,90"
"040,NEOS KOSMOS,253"
"550,ACROPOLI,184"
"550,NEOS KOSMOS,184"
"550,SYNGROU-FIX,184"
"10,ACROPOLI,118"
"10,NEOS KOSMOS,118"
"10,SYNGROU-FIX,118"
"E90,ACROPOLI,8"
"E90,NEOS KOSMOS,8"
"E90,SYNGROU-FIX,8"
"A2,NEOS KOSMOS,148"
"106,NEOS KOSMOS,47"
"106,SYNGROU-FIX,47"
"126,NEOS KOSMOS,48"
"126,SYNGROU-FIX,48"
"137,SYNGROU-FIX,46"
"136,NEOS KOSMOS,45"
"136,SYNGROU-FIX,45"
"115,SYNGROU-FIX,6"
"115,NEOS KOSMOS,6"
"106,ACROPOLI,47"
"126,ACROPOLI,48"
"137,ACROPOLI,46"
"136,ACROPOLI,45"
"115,ACROPOLI,6"
"227,ACROPOLI,101"
"227,SYNGROU-FIX,101"
"856,ACROPOLI,147"
"856,SYNGROU-FIX,147"
"790,ACROPOLI,10"
"790,SYNGROU-FIX,10"
"A3,ACROPOLI,143"
"A3,SYNGROU-FIX,143"
"227,AGHIOS IOANNIS,101"
"227,NEOS KOSMOS,101"
"856,NEOS KOSMOS,147"
"790,NEOS KOSMOS,10"
"A3,NEOS KOSMOS,143"
"112,ACROPOLI,54"
"164,ACROPOLI,106"
"206,ACROPOLI,82"
"237,ACROPOLI,79"
"112,SYNGROU-FIX,54"
"164,SYNGROU-FIX,106"
"206,SYNGROU-FIX,82"
"237,SYNGROU-FIX,79"
"B9,LARISSA STATION,161"
"B9,ATTIKI,161"
"6,ATTIKI,126"
"500,AGHIOS NIKOLAOS,9"
"B9,AGHIOS NIKOLAOS,161"
"6,AGHIOS NIKOLAOS,126"
"500,KATO PATISSIA,9"
"B9,KATO PATISSIA,161"
"6,KATO PATISSIA,126"
"B9,AGHIOS ELEFTHERIOS,161"
"6,AGHIOS ELEFTHERIOS,126"
"024,KATO PATISSIA,16"
"755,AGHIOS ELEFTHERIOS,66"
"755,KATO PATISSIA,66"
"755B,AGHIOS ELEFTHERIOS,21"
"755B,KATO PATISSIA,21"
"B9,ANO PATISSIA,161"
"6,ANO PATISSIA,126"
"755,ANO PATISSIA,66"
"755B,ANO PATISSIA,21"
"703,ANO PATISSIA,133"
"024,AGHIOS NIKOLAOS,16"
"755,AGHIOS NIKOLAOS,66"
"735,AGHIOS NIKOLAOS,48"
"735,KATO PATISSIA,48"
"755B,AGHIOS NIKOLAOS,21"
"1,PANEPISTIMIO,90"
"5,MONASTIRAKI,147"
"15,MONASTIRAKI,92"
"106,PANEPISTIMIO,47"
"106,SYNTAGMA,47"
"5,OMONIA,147"
"5,PANEPISTIMIO,147"
"5,SYNTAGMA,147"
"15,OMONIA,92"
"15,PANEPISTIMIO,92"
"15,SYNTAGMA,92"
"11,OMONIA,171"
"11,PANEPISTIMIO,171"
"11,SYNTAGMA,171"
"12,OMONIA,130"
"12,PANEPISTIMIO,130"
"12,SYNTAGMA,130"
"790,OMONIA,10"
"790,PANEPISTIMIO,10"
"790,SYNTAGMA,10"
"211,OMONIA,57"
"211,PANEPISTIMIO,57"
"211,SYNTAGMA,57"
"214,OMONIA,98"
"214,PANEPISTIMIO,98"
"060,OMONIA,34"
"732,OMONIA,108"
"732,PANEPISTIMIO,108"
"732,SYNTAGMA,108"
"21,PANEPISTIMIO,98"
"6,SYNTAGMA,126"
"235,PANEPISTIMIO,66"
"235,SYNTAGMA,66"
"220,PANEPISTIMIO,81"
"220,SYNTAGMA,81"
"14,AGHIOS ELEFTHERIOS,155"
"14,ANO PATISSIA,155"
"140,PANORMOU,83"
"402,ETHNIKI AMYNA,102"
"140,ETHNIKI AMYNA,83"
"036,ETHNIKI AMYNA,48"
"11,SYNGROU-FIX,171"
"2,SYNGROU-FIX,120"
"4,SYNGROU-FIX,129"
"719,METAXOURGHIO,66"
"421,AGHIOS ELEFTHERIOS,164"
"421,ANO PATISSIA,164"
"X95,ETHNIKI AMYNA,162"
"836,EGALEO,3"
"856,EGALEO,147"
"876,EGALEO,67"
"866,EGALEO,65"
"865,EGALEO,2"
"801,EGALEO,1"
"829,EGALEO,63"
"852,EGALEO,40"
"750,EGALEO,92"
"807,EGALEO,51"
"891,EGALEO,27"
"803,EGALEO,50"
"837,EGALEO,52"
"806,EGALEO,55"
"811,EGALEO,54"
"813,EGALEO,120"
"420,EGALEO,110"
"420,ELEONAS,110"
"703,EGALEO,133"
"845,EGALEO,108"
"831,EGALEO,151"
"807,AGHIA MARINA,51"
"806,AGHIA MARINA,55"
"527,KAT,24"
"642,NERATZIOTISSA,47"
"109,ALIMOS,56"
"A8,MAROUSSI,161"
"500,MAROUSSI,9"
"A7,MAROUSSI,150"
"X14,MAROUSSI,13"
"550,MAROUSSI,184"
"541,MAROUSSI,16"
"500,IRINI,9"
"740,IRINI,49"
"A8,KAT,161"
"446,KAT,74"
"410,KAT,47"
"500,NERATZIOTISSA,9"
"501,MAROUSSI,19"
